Source,Target,Type,Id,Label,timeset,Weight,timestamp
18475,18475,Directed,38856,,,1,1225883236
9936,9936,Directed,38881,,,1,1225885381
13687,13687,Directed,38976,,,1,1225883568
12792,2268,Directed,39183,,,1,1225888796
8692,8692,Directed,39210,,,1,1225888569
8442,8442,Directed,39232,,,1,1225884513
5848,5848,Directed,39274,,,1,1225890311
13812,13812,Directed,39362,,,1,1225891127
17917,17917,Directed,39414,,,1,1225908511
3452,3452,Directed,39424,,,1,1225903484
18658,18658,Directed,39456,,,1,1225892167
18681,18681,Directed,39522,,,1,1225889720
18701,18701,Directed,39579,,,1,1225898506
18713,18713,Directed,39614,,,1,1226136901
18734,18734,Directed,39673,,,1,1225892281
18746,18746,Directed,39714,,,1,1225965623
18757,18757,Directed,39762,,,1,1225891825
1538,1538,Directed,39851,,,1,1225899097
246,249,Directed,39860,,,1,1225899881
5979,5979,Directed,39889,,,1,1225890533
13523,13523,Directed,40226,,,1,1225894229
1222,1222,Directed,40419,,,1,1225899556
3251,3251,Directed,40427,,,1,1225897267
2470,2470,Directed,40541,,,2,1225911349
19017,19017,Directed,40661,,,1,1225900836
4471,4471,Directed,40775,,,1,1225900140
4098,12982,Directed,41031,,,1,1225905808
10846,10846,Directed,41181,,,1,1225905772
16,16,Directed,41187,,,2,1226219530
4350,1562,Directed,41347,,,1,1225905021
5685,5685,Directed,41374,,,1,1225905601
9362,9362,Directed,41388,,,1,1225990135
1938,356,Directed,41480,,,1,1225922652
13054,13054,Directed,41490,,,1,1225944357
10365,10365,Directed,41712,,,1,1225910616
288,288,Directed,41746,,,1,1225915202
3935,3935,Directed,41757,,,1,1225911971
2608,2608,Directed,41765,,,2,1226015222
2303,331,Directed,41794,,,2,1225995735
736,736,Directed,41801,,,1,1225920732
19418,19418,Directed,41945,,,1,1225916141
19429,19429,Directed,41958,,,1,1225991971
3764,763,Directed,41968,,,1,1225917663
19498,19498,Directed,42176,,,1,1225920015
19499,19499,Directed,42179,,,1,1225916213
19397,19397,Directed,42221,,,1,1225916296
10430,10430,Directed,42367,,,1,1225960576
4441,4441,Directed,42480,,,1,1225934951
4197,1747,Directed,42527,,,1,1225918447
1747,4197,Directed,42546,,,1,1225918521
19643,19643,Directed,42732,,,1,1225944517
665,665,Directed,42913,,,1,1225964768
6253,6253,Directed,42925,,,1,1225923624
15296,15296,Directed,42959,,,1,1226370344
19719,19719,Directed,43022,,,1,1225949442
17506,17506,Directed,43249,,,1,1225928197
19755,19755,Directed,43270,,,1,1225939732
926,926,Directed,43373,,,1,1225977948
13518,13518,Directed,43385,,,1,1226183868
19053,19053,Directed,43432,,,2,1225937900
3483,3483,Directed,43474,,,1,1225935935
1357,1357,Directed,43489,,,1,1225935581
97,356,Directed,43508,,,1,1225939086
17741,17741,Directed,43581,,,1,1225938840
3376,3376,Directed,43717,,,1,1225986708
19944,19944,Directed,43777,,,1,1225945431
19945,19945,Directed,43784,,,1,1225950549
16101,16101,Directed,43797,,,2,1226170691
18347,18347,Directed,44026,,,1,1225959572
2059,2059,Directed,44252,,,1,1226145420
18361,18361,Directed,44272,,,1,1225954963
8748,8748,Directed,44291,,,3,1226241515
18788,18788,Directed,44301,,,2,1226472264
2268,12792,Directed,44342,,,1,1226247096
1331,1331,Directed,44407,,,2,1226493799
20139,20139,Directed,44432,,,1,1225958901
20144,20144,Directed,44445,,,1,1225958447
20155,20155,Directed,44491,,,1,1225959818
15161,15161,Directed,44533,,,1,1225968679
12860,6217,Directed,44767,,,1,1225962362
2340,2340,Directed,44833,,,1,1226060179
7656,7656,Directed,44992,,,1,1225963839
20004,20004,Directed,45008,,,1,1225972027
16909,16909,Directed,45125,,,1,1225969389
13897,13897,Directed,45413,,,1,1225969069
20407,20407,Directed,45426,,,1,1226041464
20409,20409,Directed,45433,,,1,1226046110
3439,3439,Directed,45603,,,1,1226003334
6217,12860,Directed,45607,,,1,1225969275
20542,20542,Directed,45856,,,1,1225972224
20546,20546,Directed,45870,,,1,1225976491
20548,20548,Directed,45875,,,1,1226039431
1318,7101,Directed,45907,,,1,1225976201
2079,2079,Directed,45947,,,1,1226016634
20582,20582,Directed,46009,,,1,1226048771
4339,4339,Directed,46067,,,1,1225979421
488,488,Directed,46129,,,1,1226039454
356,97,Directed,46133,,,1,1225974764
575,5821,Directed,46144,,,1,1225975559
6211,356,Directed,46230,,,1,1225978357
356,6211,Directed,46307,,,1,1225991036
18317,18317,Directed,46364,,,1,1226049225
161,161,Directed,46435,,,1,1225982427
2517,2517,Directed,46461,,,1,1225997600
6958,6958,Directed,46571,,,1,1225976955
20729,20729,Directed,46584,,,1,1225979931
2899,2899,Directed,46631,,,2,1226147990
14620,14620,Directed,46693,,,1,1225978812
12982,4098,Directed,46881,,,1,1225981453
3179,3179,Directed,47015,,,1,1225981912
2716,2716,Directed,47448,,,1,1226001940
3422,3422,Directed,47462,,,1,1226033545
2299,2299,Directed,47519,,,1,1225984349
15717,15717,Directed,47530,,,1,1226000277
2542,2542,Directed,47537,,,1,1225983948
21003,21003,Directed,47613,,,1,1225985131
14372,14372,Directed,47634,,,1,1225986826
19183,19183,Directed,47645,,,1,1225985294
16913,16913,Directed,47812,,,1,1225998713
16129,16129,Directed,47870,,,1,1226004694
14811,14811,Directed,47896,,,1,1225990855
9019,9019,Directed,47911,,,1,1226021779
19025,19025,Directed,47920,,,1,1225989286
505,505,Directed,47943,,,1,1225989933
18056,18056,Directed,47958,,,1,1225989744
7545,7545,Directed,48176,,,1,1225996470
3350,2518,Directed,48264,,,1,1225992869
2518,3350,Directed,48311,,,1,1225992859
7853,7853,Directed,48322,,,1,1225994808
21243,21243,Directed,48402,,,1,1225998487
18006,18006,Directed,48418,,,1,1226069312
4729,6986,Directed,48466,,,1,1225996661
21292,21292,Directed,48547,,,1,1226239870
21294,21294,Directed,48553,,,1,1225996103
3344,3344,Directed,48584,,,1,1226000826
6986,4729,Directed,48651,,,1,1225998817
15514,15514,Directed,48785,,,1,1225998305
21395,21395,Directed,48882,,,1,1226000277
19322,19322,Directed,49044,,,2,1226253409
18094,18094,Directed,49118,,,1,1226002325
17156,17156,Directed,49164,,,1,1226003825
1414,1414,Directed,49172,,,1,1226152577
9324,9324,Directed,49324,,,1,1226008719
21540,21540,Directed,49361,,,1,1226032609
9168,9168,Directed,49427,,,1,1226006436
18898,18898,Directed,49462,,,1,1226042842
8919,8919,Directed,49515,,,1,1226016154
21598,21598,Directed,49529,,,1,1226528543
21628,21628,Directed,49626,,,1,1226044623
14728,14728,Directed,49868,,,2,1226121664
5225,5225,Directed,50015,,,1,1226051143
2525,2525,Directed,50100,,,1,1226063008
21052,21052,Directed,50186,,,1,1226016413
6831,6831,Directed,50216,,,1,1226064866
21794,21794,Directed,50218,,,1,1226017494
3125,3125,Directed,50240,,,1,1226060997
11247,11247,Directed,50311,,,1,1226054498
21835,21835,Directed,50345,,,1,1226065131
21903,10518,Directed,50532,,,1,1226028996
10518,10518,Directed,50533,,,1,1226031958
21903,21903,Directed,50568,,,1,1226030269
10518,21903,Directed,50571,,,1,1226031934
21936,21936,Directed,50621,,,1,1226391147
15836,15836,Directed,50769,,,1,1226034306
11791,11791,Directed,50772,,,4,1226046696
14914,14914,Directed,50823,,,1,1226041155
8752,8752,Directed,50851,,,2,1226178057
21994,21994,Directed,50857,,,1,1226041507
14699,8460,Directed,50858,,,3,1226343331
20452,1687,Directed,50906,,,1,1226036190
8906,8906,Directed,50958,,,1,1226045452
22047,22047,Directed,51069,,,1,1226140514
5669,5669,Directed,51137,,,1,1226060921
4968,274,Directed,51143,,,1,1226040091
1687,20452,Directed,51195,,,1,1226039785
9045,9045,Directed,51236,,,1,1226046247
4907,4907,Directed,51413,,,1,1226041099
4312,4312,Directed,51527,,,1,1226073184
8766,8766,Directed,51592,,,1,1226042924
22234,22234,Directed,51764,,,1,1226045438
294,294,Directed,51978,,,1,1226047662
22307,22307,Directed,52006,,,1,1226045917
22313,22313,Directed,52043,,,1,1226052087
1220,1220,Directed,52056,,,1,1226046908
22339,22339,Directed,52175,,,1,1226063797
22343,22343,Directed,52185,,,1,1226049955
3071,3071,Directed,52256,,,1,1226047433
10838,10838,Directed,52278,,,1,1226048313
142,142,Directed,52344,,,1,1226059941
1267,1267,Directed,52383,,,1,1226051763
22435,22435,Directed,52568,,,1,1226050030
4860,4860,Directed,52619,,,1,1226067425
4493,2303,Directed,52676,,,1,1226150686
22494,22494,Directed,52770,,,1,1226091774
1218,1218,Directed,52858,,,1,1226052126
20003,20003,Directed,52896,,,1,1226054212
174,174,Directed,52922,,,1,1226052622
12396,12396,Directed,52990,,,1,1226054000
125,125,Directed,53070,,,1,1226066570
13311,654,Directed,53079,,,1,1226055713
16607,16607,Directed,53151,,,1,1226058889
17124,17124,Directed,53165,,,2,1226480576
3,3,Directed,53181,,,2,1226067911
22626,22626,Directed,53374,,,1,1226055879
15365,15365,Directed,53381,,,1,1226180147
4241,4241,Directed,53412,,,1,1226056152
1380,1925,Directed,53685,,,1,1226057998
1416,1416,Directed,53708,,,1,1226060860
1119,206,Directed,53726,,,1,1226065559
1944,1944,Directed,53770,,,1,1226064246
5624,294,Directed,53790,,,1,1226059459
22743,22743,Directed,53848,,,1,1226079391
1797,1797,Directed,53856,,,1,1226062106
18931,18931,Directed,53897,,,1,1226060634
22793,22793,Directed,54042,,,1,1226061818
13993,13993,Directed,54213,,,1,1226064794
2966,2966,Directed,54274,,,1,1226148636
8780,8780,Directed,54331,,,1,1226301936
1940,1940,Directed,54352,,,1,1226068486
4413,4413,Directed,54390,,,2,1226070996
22891,22891,Directed,54411,,,1,1226068137
13212,13212,Directed,54678,,,1,1226153116
8771,8771,Directed,54694,,,1,1226095582
8699,8699,Directed,54720,,,1,1226070582
1412,1412,Directed,54743,,,1,1226070021
7275,7275,Directed,54880,,,1,1226503938
23010,23010,Directed,54883,,,2,1226089145
3433,3433,Directed,54977,,,1,1226134849
23030,23030,Directed,55013,,,1,1226077281
13400,13400,Directed,55016,,,1,1226127835
6731,6731,Directed,55024,,,1,1226111523
3514,3514,Directed,55068,,,1,1226082090
2588,2588,Directed,55084,,,1,1226308623
11032,11032,Directed,55301,,,1,1226077578
22246,22246,Directed,55323,,,1,1226078175
4347,4347,Directed,55385,,,1,1226077604
10975,10975,Directed,55500,,,1,1226170629
1778,1778,Directed,55566,,,1,1226081457
3411,3411,Directed,55593,,,1,1226093091
282,282,Directed,55641,,,1,1226138649
6384,6384,Directed,55663,,,1,1226084124
21770,21770,Directed,55697,,,1,1226218743
20009,5889,Directed,55756,,,1,1226109710
451,1699,Directed,55778,,,1,1226089280
13654,13654,Directed,55819,,,1,1226085716
19333,19333,Directed,55976,,,1,1226089003
2917,2917,Directed,55979,,,1,1226090286
6373,6373,Directed,56022,,,1,1226089892
948,948,Directed,56049,,,2,1226090824
23337,23337,Directed,56191,,,1,1226093672
2303,5189,Directed,56295,,,1,1226117693
655,655,Directed,56297,,,1,1226249642
4167,4167,Directed,56412,,,1,1226096433
20081,20081,Directed,56424,,,1,1226096186
23396,23396,Directed,56497,,,1,1226140297
23404,23404,Directed,56531,,,2,1226279409
23423,23423,Directed,56587,,,1,1226179112
2214,2214,Directed,56711,,,1,1226152711
15283,15283,Directed,56788,,,1,1226145266
19700,19700,Directed,56804,,,1,1226166415
2303,4493,Directed,56822,,,1,1226115717
20312,20312,Directed,56932,,,1,1226207991
688,688,Directed,56934,,,4,1226398452
5763,5763,Directed,56960,,,1,1226156662
3991,3991,Directed,57124,,,1,1226126222
599,561,Directed,57161,,,3,1226304274
23582,23582,Directed,57191,,,1,1226212582
561,599,Directed,57229,,,1,1226127157
23382,23382,Directed,57234,,,2,1226169747
2665,22049,Directed,57279,,,2,1226338290
2316,823,Directed,57564,,,1,1226131610
6427,6427,Directed,57659,,,2,1226133276
23698,23698,Directed,57674,,,1,1226137673
3967,331,Directed,57749,,,2,1226142936
23715,23715,Directed,57765,,,1,1226154231
3022,3022,Directed,57799,,,1,1226132732
23766,23766,Directed,57970,,,1,1226134945
4965,4965,Directed,58062,,,1,1226179449
6133,6133,Directed,58098,,,2,1226497553
996,996,Directed,58185,,,1,1226139160
8873,8873,Directed,58263,,,1,1226160241
1221,1221,Directed,58286,,,1,1226140211
10058,10058,Directed,58340,,,1,1226143718
5620,5620,Directed,58451,,,1,1226142589
6745,6745,Directed,58458,,,1,1226151482
3967,3967,Directed,58497,,,1,1226143978
20882,20882,Directed,58529,,,1,1226442557
1747,1747,Directed,58614,,,1,1226147074
23978,23978,Directed,58807,,,1,1226146606
11810,11810,Directed,58834,,,1,1226147360
976,976,Directed,58913,,,2,1226281034
24054,24054,Directed,59097,,,1,1226260056
23103,23103,Directed,59108,,,1,1226215396
457,457,Directed,59280,,,1,1226155729
24123,24123,Directed,59375,,,1,1226156756
8089,8089,Directed,59452,,,1,1226160083
24175,24175,Directed,59588,,,1,1226161394
11105,11105,Directed,59692,,,1,1226239892
3548,3548,Directed,59718,,,1,1226171696
7790,7790,Directed,59725,,,1,1226164471
2345,2345,Directed,59878,,,1,1226204844
20112,20112,Directed,59984,,,1,1226165187
2804,2804,Directed,60019,,,2,1226234303
7169,7169,Directed,60029,,,1,1226233094
24317,24317,Directed,60173,,,2,1226347026
559,559,Directed,60233,,,1,1226174838
191,1228,Directed,60403,,,1,1226264316
2991,2991,Directed,60530,,,1,1226172207
4015,4015,Directed,60731,,,1,1226219181
24444,24444,Directed,60791,,,1,1226177876
24449,24449,Directed,60810,,,1,1226302153
356,1938,Directed,60811,,,1,1226177745
4389,4389,Directed,60820,,,1,1226175508
22172,22172,Directed,61097,,,1,1226180122
1508,1508,Directed,61211,,,1,1226223466
13662,13662,Directed,61219,,,1,1226263807
3056,3056,Directed,61318,,,1,1226191730
477,477,Directed,61496,,,1,1226190515
24197,24197,Directed,61549,,,1,1226190491
24622,24622,Directed,61603,,,1,1226200029
24666,24666,Directed,61753,,,1,1226194820
1192,1192,Directed,61836,,,1,1226197211
20019,20019,Directed,61859,,,1,1226238952
3470,3470,Directed,61918,,,1,1226214311
19908,19908,Directed,62367,,,1,1226219408
4792,4792,Directed,62376,,,2,1226530253
2522,2522,Directed,62533,,,1,1226226197
14538,14538,Directed,62564,,,1,1226247228
15928,15928,Directed,62592,,,1,1226214952
24866,24866,Directed,62672,,,1,1226217129
17893,194,Directed,62833,,,1,1226220547
2984,2984,Directed,62879,,,1,1226239190
56,1220,Directed,62937,,,1,1226265167
8999,8999,Directed,62946,,,1,1226244001
4207,4207,Directed,62966,,,1,1226225706
24964,24964,Directed,63032,,,1,1226226448
663,1228,Directed,63036,,,1,1226237520
6494,6494,Directed,63211,,,1,1226225152
23529,23529,Directed,63258,,,1,1226257460
12743,12743,Directed,63273,,,1,1226225686
18176,18176,Directed,63294,,,4,1226237630
20678,20678,Directed,63324,,,1,1226273055
5932,5932,Directed,63396,,,1,1226238490
21713,21713,Directed,63434,,,1,1226227892
7862,7862,Directed,63467,,,1,1226311247
19948,19948,Directed,63544,,,1,1226231287
20151,20151,Directed,63567,,,4,1226384628
24742,24742,Directed,63669,,,1,1226231018
3814,3814,Directed,63709,,,3,1226435084
25136,25136,Directed,63718,,,1,1226252915
318,318,Directed,63762,,,1,1226359298
7304,97,Directed,63779,,,1,1226234668
97,7304,Directed,63804,,,1,1226233542
25159,25159,Directed,63835,,,1,1226234255
25163,25163,Directed,63847,,,1,1226234465
8523,8523,Directed,64013,,,1,1226239866
7402,7402,Directed,64033,,,1,1226259929
4904,4904,Directed,64105,,,1,1226263651
19002,19002,Directed,64134,,,2,1226271248
6350,3231,Directed,64249,,,1,1226240282
11762,11762,Directed,64288,,,1,1226382148
5487,5487,Directed,64292,,,1,1226245396
14710,14710,Directed,64312,,,1,1226311792
10829,10829,Directed,64360,,,1,1226243898
8599,8599,Directed,64453,,,1,1226241977
16336,16336,Directed,64571,,,1,1226255412
5219,5219,Directed,64631,,,1,1226339973
12626,12626,Directed,64653,,,1,1226349135
1893,1893,Directed,65048,,,1,1226315724
24487,24487,Directed,65074,,,1,1226298092
19272,19272,Directed,65121,,,1,1226256088
25464,25464,Directed,65158,,,1,1226339971
206,1119,Directed,65434,,,1,1226254122
25192,25192,Directed,65485,,,1,1226258374
21235,21235,Directed,65491,,,1,1226326113
25537,25537,Directed,65621,,,1,1226256508
13888,13888,Directed,65787,,,1,1226256242
281,281,Directed,65838,,,1,1226256027
16471,16471,Directed,65896,,,1,1226456151
3064,3064,Directed,65915,,,1,1226260267
5830,6473,Directed,65946,,,1,1226257521
25612,25612,Directed,66093,,,1,1226272551
8715,8715,Directed,66114,,,1,1226273618
2920,2920,Directed,66116,,,2,1226261489
6017,6017,Directed,66204,,,4,1226320099
21756,21756,Directed,66364,,,1,1226276569
451,4089,Directed,66398,,,1,1226302113
16041,16041,Directed,66619,,,1,1226264607
6859,6859,Directed,66718,,,1,1226268717
8661,8661,Directed,66724,,,1,1226286355
25819,25819,Directed,66761,,,1,1226267575
4198,4198,Directed,66768,,,1,1226349774
11518,11518,Directed,66889,,,1,1226322596
755,755,Directed,66909,,,1,1226342233
25858,25858,Directed,66963,,,1,1226269719
1410,1410,Directed,67126,,,2,1226470561
5618,5618,Directed,67177,,,1,1226269147
3821,3821,Directed,67225,,,1,1226336150
25949,25949,Directed,67278,,,1,1226336900
25973,25973,Directed,67368,,,1,1226273622
724,724,Directed,67379,,,2,1226417539
6804,6804,Directed,67401,,,1,1226308912
26021,26021,Directed,67568,,,1,1226275156
5921,5921,Directed,67645,,,1,1226278614
4987,4987,Directed,67663,,,1,1226317049
2218,2218,Directed,67706,,,2,1226279829
9666,9666,Directed,67759,,,1,1226282018
3382,660,Directed,67809,,,1,1226294794
23238,23238,Directed,67842,,,1,1226284502
26074,26074,Directed,67893,,,1,1226296820
1228,191,Directed,67930,,,1,1226325784
194,17893,Directed,67943,,,1,1226297746
400,400,Directed,68311,,,1,1226331528
10045,10045,Directed,68478,,,1,1226324905
26241,26241,Directed,68533,,,1,1226310384
18480,18480,Directed,68591,,,1,1226343709
1999,1999,Directed,68706,,,1,1226314783
8545,8545,Directed,68875,,,1,1226310107
18783,18783,Directed,68894,,,2,1226309206
26322,26322,Directed,68907,,,1,1226444565
3458,3458,Directed,69100,,,1,1226310407
26382,26382,Directed,69208,,,1,1226314162
26394,26394,Directed,69250,,,1,1226319270
1289,1289,Directed,69531,,,1,1226308402
26456,26456,Directed,69657,,,1,1226330034
7908,7620,Directed,69757,,,1,1226313192
22049,2665,Directed,69967,,,1,1226352287
1137,1137,Directed,70118,,,1,1226313262
12084,12084,Directed,70138,,,1,1226314281
12281,12281,Directed,70203,,,1,1226314557
5953,5953,Directed,70276,,,1,1226356244
26611,26611,Directed,70410,,,1,1226319620
7620,7908,Directed,70498,,,1,1226315757
26637,5735,Directed,70509,,,1,1226316950
1079,5735,Directed,70510,,,1,1226319600
5735,26637,Directed,70530,,,1,1226316344
5889,20009,Directed,70606,,,1,1226317380
6012,6012,Directed,70692,,,1,1226324590
8806,8806,Directed,70791,,,1,1226323751
525,525,Directed,70928,,,1,1226327547
294,5624,Directed,70940,,,1,1226412585
8055,472,Directed,70986,,,1,1226322722
5735,1079,Directed,71043,,,1,1226320066
1681,1681,Directed,71093,,,1,1226323418
15131,15131,Directed,71188,,,1,1226325718
26792,26792,Directed,71213,,,1,1226322845
22024,22024,Directed,71216,,,1,1226323987
21098,21098,Directed,71250,,,1,1226466175
12216,12216,Directed,71266,,,1,1226323296
26804,26804,Directed,71278,,,1,1226322245
26806,26806,Directed,71284,,,1,1226326782
472,8055,Directed,71307,,,1,1226322546
6179,6179,Directed,71345,,,1,1226323784
2098,2098,Directed,71400,,,1,1226322954
10882,10882,Directed,71463,,,1,1226325067
13776,13776,Directed,71590,,,1,1226325970
14561,14561,Directed,71667,,,1,1226324798
663,26421,Directed,71668,,,1,1226325184
22886,22886,Directed,71724,,,1,1226326495
26903,26903,Directed,71736,,,1,1226326825
10657,20702,Directed,71817,,,1,1226326888
20702,20702,Directed,71819,,,1,1226381292
1475,1475,Directed,71923,,,1,1226327553
20702,10657,Directed,72029,,,1,1226327384
23834,23834,Directed,72089,,,1,1226342409
3600,3600,Directed,72132,,,1,1226335312
26998,26998,Directed,72236,,,1,1226330192
1994,1994,Directed,72268,,,2,1226329368
8055,8055,Directed,72291,,,1,1226330276
473,473,Directed,72446,,,1,1226331609
11602,11602,Directed,72489,,,1,1226367273
16337,16337,Directed,72527,,,1,1226392969
27093,27093,Directed,72647,,,1,1226334975
9588,9588,Directed,72657,,,1,1226336811
12618,12618,Directed,72661,,,1,1226335487
11789,11789,Directed,72684,,,1,1226398649
9910,9910,Directed,72743,,,1,1226335201
26410,26410,Directed,72753,,,1,1226335459
7920,7920,Directed,72816,,,1,1226337084
8460,14699,Directed,72825,,,1,1226338287
12246,12246,Directed,72842,,,1,1226337241
3367,3367,Directed,73001,,,1,1226344014
27182,27182,Directed,73029,,,1,1226344407
7181,7181,Directed,73075,,,1,1226396891
11732,11732,Directed,73077,,,1,1226339230
26945,26945,Directed,73116,,,1,1226339278
27215,27215,Directed,73190,,,1,1226340609
7124,451,Directed,73282,,,1,1226344221
679,679,Directed,73392,,,1,1226358766
27269,27269,Directed,73416,,,1,1226452385
27272,27272,Directed,73438,,,1,1226342142
451,7124,Directed,73821,,,1,1226345486
1228,663,Directed,73867,,,1,1226389724
1876,1876,Directed,73973,,,1,1226411861
27375,27375,Directed,73990,,,1,1226347659
24322,24322,Directed,74006,,,1,1226346440
2280,2280,Directed,74095,,,1,1226348222
218,218,Directed,74130,,,1,1226398194
27358,27358,Directed,74132,,,1,1226348570
27423,27423,Directed,74210,,,1,1226350193
5833,5833,Directed,74259,,,1,1226511809
17451,17451,Directed,74293,,,2,1226508131
3243,3243,Directed,74377,,,1,1226350747
12168,2572,Directed,74629,,,1,1226439215
129,129,Directed,74673,,,1,1226354446
27527,27527,Directed,74702,,,1,1226447644
27529,27529,Directed,74710,,,1,1226356410
25414,25414,Directed,74951,,,1,1226391162
27586,27586,Directed,74963,,,1,1226358002
1254,1254,Directed,74989,,,1,1226360071
19626,19626,Directed,75047,,,1,1226359560
8451,8451,Directed,75108,,,1,1226362326
9791,9791,Directed,75213,,,1,1226385811
24154,24154,Directed,75263,,,1,1226362492
15316,15316,Directed,75342,,,2,1226441729
7775,7775,Directed,75343,,,1,1226364171
1033,356,Directed,75363,,,1,1226364884
15728,15728,Directed,75378,,,1,1226522751
3964,3964,Directed,75589,,,1,1226507016
20668,20668,Directed,75648,,,1,1226376117
26421,663,Directed,75729,,,1,1226388494
18211,18211,Directed,75760,,,1,1226392711
27782,27782,Directed,75881,,,1,1226392578
1673,3963,Directed,75883,,,1,1226393798
27850,27850,Directed,75971,,,1,1226389531
19955,19955,Directed,75983,,,1,1226387507
27907,27907,Directed,76146,,,1,1226388968
6181,6181,Directed,76150,,,1,1226385497
24276,24276,Directed,76191,,,1,1226386231
19150,19150,Directed,76242,,,1,1226387440
1287,615,Directed,76252,,,1,1226414352
1926,1926,Directed,76275,,,1,1226394273
27927,27927,Directed,76300,,,1,1226412442
807,807,Directed,76318,,,1,1226478407
5882,17009,Directed,76379,,,1,1226389239
17009,5882,Directed,76434,,,1,1226445599
6631,6631,Directed,76509,,,1,1226407815
18163,18163,Directed,76536,,,1,1226393098
1687,1687,Directed,76550,,,1,1226395385
22547,22547,Directed,76671,,,1,1226392413
3771,3771,Directed,76741,,,1,1226477100
5332,5332,Directed,76744,,,1,1226397841
470,470,Directed,76862,,,1,1226394870
3000,3000,Directed,76950,,,1,1226394852
1057,1057,Directed,77088,,,1,1226399510
20231,20231,Directed,77206,,,1,1226407250
13310,13310,Directed,77392,,,1,1226410421
5478,5478,Directed,77468,,,1,1226507258
1165,877,Directed,77483,,,1,1226398830
22163,22163,Directed,77493,,,1,1226428468
28231,28231,Directed,77528,,,1,1226399707
2328,2328,Directed,77611,,,2,1226400652
23118,23118,Directed,77638,,,1,1226398249
13923,13923,Directed,77644,,,1,1226406105
6226,6226,Directed,77693,,,1,1226417396
15826,15826,Directed,77864,,,1,1226417951
3340,3340,Directed,77900,,,1,1226401578
25320,25320,Directed,77903,,,1,1226405172
4350,4350,Directed,77953,,,1,1226402346
4594,4594,Directed,77984,,,1,1226409550
8779,8779,Directed,78062,,,1,1226424040
8745,8745,Directed,78162,,,1,1226441022
14389,14389,Directed,78304,,,1,1226406594
3651,3651,Directed,78309,,,1,1226414847
8361,8361,Directed,78646,,,1,1226423001
16017,16017,Directed,78693,,,1,1226408064
1911,1911,Directed,78706,,,2,1226429231
28495,28495,Directed,78715,,,1,1226413052
615,1287,Directed,78725,,,1,1226412142
28564,28564,Directed,78999,,,1,1226412550
28572,28572,Directed,79027,,,1,1226412566
3231,6350,Directed,79262,,,1,1226416515
28637,28637,Directed,79283,,,1,1226416387
7074,7074,Directed,79832,,,1,1226439717
5222,5222,Directed,79882,,,2,1226443451
18896,18896,Directed,79895,,,1,1226422290
24737,24737,Directed,79934,,,1,1226434935
127,127,Directed,79960,,,1,1226495369
6455,6455,Directed,80198,,,1,1226467418
15056,15056,Directed,80223,,,1,1226426721
5582,5582,Directed,80273,,,1,1226488906
28853,28853,Directed,80283,,,1,1226427284
25783,25783,Directed,80360,,,1,1226438299
28694,28694,Directed,80581,,,1,1226482443
19812,19812,Directed,80683,,,1,1226500789
7454,7454,Directed,80690,,,1,1226468186
28946,28946,Directed,80750,,,1,1226443701
9039,9039,Directed,80755,,,1,1226433412
28963,28963,Directed,80843,,,1,1226433790
4457,4457,Directed,80850,,,1,1226438574
6659,6659,Directed,80881,,,1,1226439467
28986,28986,Directed,80958,,,1,1226434325
18741,18741,Directed,81066,,,1,1226435392
29009,29009,Directed,81084,,,1,1226444228
3201,3201,Directed,81126,,,1,1226444041
2316,1256,Directed,81256,,,1,1226440501
11484,11484,Directed,81296,,,1,1226439297
24592,24592,Directed,81396,,,1,1226438709
2327,2327,Directed,81465,,,1,1226443201
29092,29092,Directed,81488,,,1,1226528392
3409,3409,Directed,81545,,,1,1226449367
654,13311,Directed,81573,,,1,1226442357
6473,5830,Directed,81582,,,1,1226443503
7162,7162,Directed,81746,,,1,1226443979
11588,11588,Directed,81828,,,1,1226480195
14848,14848,Directed,81846,,,1,1226446884
27317,27317,Directed,82080,,,1,1226472977
29262,29262,Directed,82244,,,1,1226456870
1804,1804,Directed,82374,,,1,1226459400
1605,1605,Directed,82520,,,1,1226474523
29373,29373,Directed,82735,,,1,1226486424
23193,23193,Directed,82737,,,2,1226477089
6366,3491,Directed,82803,,,1,1226472132
3491,6366,Directed,82807,,,1,1226474866
6366,6366,Directed,82808,,,2,1226475413
6231,6231,Directed,82842,,,1,1226470094
23283,23283,Directed,82882,,,1,1226475514
1318,1318,Directed,82918,,,1,1226501538
26375,26375,Directed,82936,,,1,1226470094
17980,17980,Directed,82974,,,1,1226485229
10857,10857,Directed,83000,,,1,1226471147
29435,29435,Directed,83020,,,1,1226482276
27970,27970,Directed,83029,,,1,1226470973
2578,2578,Directed,83092,,,1,1226476674
1812,1812,Directed,83094,,,1,1226474080
29453,29453,Directed,83110,,,1,1226493985
29472,29472,Directed,83151,,,1,1226495806
6097,6097,Directed,83343,,,1,1226519547
29538,29538,Directed,83424,,,1,1226480632
29546,29546,Directed,83476,,,3,1226485770
12856,12856,Directed,83528,,,1,1226477228
4034,4034,Directed,83588,,,1,1226491176
1925,1904,Directed,83613,,,1,1226484704
29580,29580,Directed,83664,,,1,1226478316
26089,26089,Directed,83718,,,1,1226478529
29598,29598,Directed,83767,,,2,1226481205
7118,7118,Directed,83792,,,1,1226482327
29626,10316,Directed,83903,,,1,1226482475
29656,29656,Directed,84094,,,1,1226482621
15918,15918,Directed,84147,,,1,1226527622
